id_bodega;id_producto;cantidad
15916;R3LSJB3QD2O5G;53
14145;8G7551H0B537S;23
16743;5A3C5XGTR1618;88
15355;CHPXWFK42KEUW;14
10273;TPFSH7668F6BU;20
10540;4IN10V4IQ2SWB;40
10837;681XP6Y0K231F;71
13425;RD81DITZI804S;28
14218;6IG82PYN917SL;20
15096;DPI8TV78U209Y;64
12351;84L74XBOG55XW;66
10892;2VIQ06OTH3652;60
10759;63E53YW3DE0RY;41
16866;A43O4Y892CV16;45
15887;97O9J421RPV5X;70
10964;7BBW8YV27K7DD;86
15899;FX8823XB5M5MR;59
14725;4RIQJCWZ50L95;79
15093;7QP6T5EM32168;52
16236;9TU6FKOC7DG6K;25
16956;82ZRYK2I0NJ1O;94
17762;62JII52D45A9D;88
12172;LT2MF1Z0D44P8;100
12721;V055XD2934IPD;40
12321;968JR76VSURD0;40
15275;982S0U1TFN554;97
10749;389WP53JZI0R7;16
16807;X5CH41G86CICF;99
13511;GCZW1MLH4ZD12;87
17280;X7E9LLWWZW3X4;91
15317;41T73B7HDJJ35;18
16110;Q097P6C93Q44Q;48
16374;OH9O527RC20PJ;73
11921;423LM2AC8WGB2;85
15188;HA509VBKPHJ31;33
16954;L3C09VTF4F45N;46
14699;704233E6G06O2;42
16314;GZIR3T9VUN5G0;17
12701;I8A57PGUX986P;46
14834;5J5T492KFE7O2;94
14219;12L83CMFNG1BA;82
15614;YI05Z0N8JOZ7W;19
16053;6MIJEN69620CB;49
10169;30I10541OK7FN;92
13511;Q7BX745F952PK;60
15301;30980SO9X562O;62
12902;420L871ORI04T;12
14145;905T60NJBW5YE;35
15890;3P930AHF21F4T;83
10253;FT75204C26393;73
11930;61067331N1RHY;72
10960;7A97K09ZA33SN;10
10832;A4072OTZ36497;31
16002;LD0ZXUCQZ694A;95
11790;IC496196K4NDY;99
13150;VOP4QH369YGF0;78
17081;H840R3JX0CK57;72
12984;H3OU189X7KSGP;100
12214;42RW826031HK2;57
13433;J22HXGO750N9K;45
15588;0T67IW7ZRNT69;26
12172;0HKRWG59JXY69;60
11355;C4RR3D7H39D88;46
17050;59920M0EJB7HW;44
13503;9621BMWYTIF14;36
15008;K7B6D52R9DAMW;32
10915;2QEQYP2D6GD52;33
10400;75PM1306635K9;100
15175;8H5YPI200LE9Y;75
12173;B5K70MZ30UCF0;85
11070;C69SNNL54II4S;81
14141;83S4SX5D9F98L;77
16266;Y7738ZRKKP4U4;70
15075;FX8823XB5M5MR;79
14356;62JII52D45A9D;83
16700;48I6970NJK8KY;65
11240;DVH32TPY332D7;33
14164;C120FW58A7KDM;42
12321;LIMBM5O988ZIQ;76
12101;412J38OQX2N6Y;39
10764;OY992665N4982;35
15096;0BX2429J0L8YX;66
11557;TPFSH7668F6BU;85
14493;BAJ9WXRDR4S36;56
16188;OY59O8X1B22K3;74
12094;6KG32H478XH46;76
11545;31UXFI1M1909R;48
17880;JL1542MFWIOH6;41
17050;4OPV5WA0I7KH3;23
11643;AJ8KO53E6F89B;73
15343;D397Y5N85E3I2;80
17458;ZQDKRF9476S3E;56
14987;S68CKC4UQJC9K;61
16380;23AX8E7L9W241;46
13890;C7V1WH02Q7A9C;90
17329;T5TAYLQ79C862;49
15837;CMMGW8U1JP3RI;84
14340;RCSHIAG6GI53N;86
12603;4XW0489324883;45
13350;47RVCHJAO7P42;65
16256;56273Y4502Y02;50
14340;GXV7D3WD11170;53
17645;25AQ63BPB3K2Q;95
15890;3DGLO0066T7O8;41
16505;B9VP6ZPFR10N6;50
14218;5K758RE306KWB;24
17147;Q7F9R9CEB06TR;52
14175;917OY6M2AGK56;90
12087;32DX1W25262Q4;74
14609;8C00NJL26YP0T;44
10915;27U48J9JIFEQ8;92
17081;18B60H2VP99AS;87
12347;8946LGOUET061;60
17450;6B0ARRR92TS73;38
11191;U07720JQ94XPO;68
10544;JN33O23L4H700;28
12902;8O0J1SUE3341Q;48
13425;31MO7Z86O760K;51
12800;074K75435376B;17
17901;M16T5WX5RI9YC;16
16677;4OPV5WA0I7KH3;90
14218;87895NXCCW467;96
15555;21I73HMG4OP1F;21
14343;2C3THWG241G43;67
15331;DVH32TPY332D7;28
17307;8O731959039U0;41
10445;58TC0FP5U4923;56
12430;21I73HMG4OP1F;62
18005;G5T5IVE025DI3;63
10676;6DN2Q41E4J6MQ;37
15175;MGJ8T78G72WA4;39
16243;4GH5GD48H485X;74
16713;Z10UC0R2LJM74;45
16374;41WXLS19P99XL;58
16949;CHPXWFK42KEUW;58
14361;E7G531EZQ590I;17
13604;IO63G6P7181RF;49
12697;FQF3QF2DWHP91;63
17566;LZ8153FS5GU3I;94
16663;A3KCAN7978978;16
10711;4OPV5WA0I7KH3;39
16592;8946LGOUET061;26
10434;BM545B92M89X9;66
17265;3QJ697R95ZCOM;69
12960;18ZY1FPD9JM35;51
14833;SFIQ53C0H5JL3;49
13696;MU428C37155DK;63
17993;7CPUBXC17X674;63
14642;A25W021UCRH4B;65
10359;866087666ZP82;18
17432;C2E2U8140035O;95
15521;2Z391PW4T7643;64
10983;0226I59L9Z9XI;97
14776;JR3N969ZWQ136;24
15913;UH2832A757520;63
15503;814MYC7M1Q7W2;64
12375;0N61NBT35194Q;98
17244;M1G4O3H2EAD50;88
17572;2C44LIOV07HOU;45
12351;SBO33CI3Y8FX8;94
11126;3ZW985BE08P6C;44
14872;03R3LT89R68VH;34
10683;XM015W19UR37Z;34
15301;FGG6M29BF81XV;79
13979;IY40S322L853M;96
15691;Q86N7QY1UU8LE;74
16792;JA1C1LBF4NG14;42
13703;MO159KZ54608N;86
12439;V31HR5NHHIB85;58
14961;FWS6OV8T37432;63
14912;INT72Q6010086;51
10324;704233E6G06O2;57
10141;CDR4OZB1R66EZ;67
17640;ZC85XAQC22908;19
10283;63S5884DXX0J8;70
13389;ZM206G6731KC6;18
11342;FBM53IUSF9989;100
10161;AWTNVRN69KASO;55
15503;85X823H1G8NA6;32
16188;40TW278I37UJ9;56
11643;MH2C6L6G5I3U8;67
15067;85X823H1G8NA6;41
17110;M4P5020HEB2UP;62
12877;8903BP2I2R42Y;96
14780;272T213AEKJAT;80
16606;B2H7O4X13D292;29
16314;TPFSH7668F6BU;63
11628;6I8IF52S3ALC8;89
11471;MPP7J2Z21ZP1O;47
14657;7M3CBLN47AGO0;66
13302;08M3GYWJ462DZ;60
17005;SFIQ53C0H5JL3;12
13975;1A8M9H1BWCBE5;78
14343;3XM2VKR85V0A8;20
15916;35J4Y7413Y15Q;78
15576;5R419MZE8TQE0;70
15188;OF87DWN3V1FJQ;60
14407;73DF1147PY5YZ;68
16740;020CEF7S720SP;86
11853;3UE8H3MV7E0CO;82
15321;97O9J421RPV5X;18
13026;4YT5C414X0A7Q;77
16406;MPP7J2Z21ZP1O;90
15430;V6OLJ62O10ASJ;12
18067;V31W8FWH599DG;14
13896;F73R1T92E1HY4;74
14808;19NA5063P4GAM;57
15691;3JAF1539WGG4K;97
12561;MX2NTG28C18C1;88
17435;112TKSL6X550N;28
10253;8S6MD2N9K6183;57
14756;503DE2J380Y79;57
17176;393W61TJ3D3MW;26
11086;JR307OPUPU6Z6;65
15914;1YR8V8TA8QRIS;77
15673;DQ75Q30W4AR00;31
10306;3DGLO0066T7O8;16
13389;87AAF5Y1OR3SP;42
15501;9Z78V3N48D77H;81
14651;O8JK33JWA3IX8;97
11706;6CF8BTX0SF035;36
12239;8506037QVU1X4;88
17500;18ZY1FPD9JM35;10
11643;J20CE2Z2DT8G4;96
13150;PZ7D2V983T8AT;60
14856;RD81DITZI804S;15
12483;K6NW678S40G70;33
17645;H80X11SY487SA;55
10307;BSPNG69RMCHD4;52
16993;M52473W11Y90G;58
13843;178UDGJ06D0U5;27
10255;4H67J52A6G191;18
15309;B271045FZL3KW;86
12341;F9X13X0ZXG7I7;67
17379;ZM206G6731KC6;100
17507;T3XQT6SJ641I3;18
13268;ZENQ7X84P4QZ5;60
13598;J8DL40CWG3P8B;67
15055;XI48M15NF41J0;79
17626;Q540A7PO33020;63
18097;9OH19HGV787EJ;12
15077;8W8CWE2722402;13
14856;K2ELHX2UHNVW8;69
12173;J5KS6Z73V230U;54
14040;0T0PZH74VG30E;61
13961;4EP8QB22LR08I;80
14955;6UQH94P92YTM0;69
12701;Y9613SPNZYM4Z;58
13011;97XLYD0YQZX4V;94
12347;O8ZFM28NK93JT;22
13696;P10N52E848LMS;60
17489;29ZGC8A1SWDVO;19
16595;B3KVF393UACE4;17
15174;WFXZQIG983015;33
14477;UQ761HABM3R2O;58
11336;89BS82439006W;90
18005;171931571U251;90
15899;TV0MU30T0KO37;100
16737;TV0MU30T0KO37;70
14343;R0E444X3B4E0Z;84
15039;OY8687MA70731;97
16002;HQ81WI7KA70HY;33
11073;LP56G528B7161;100
11172;SD1N4W9M21Y05;48
17500;178UDGJ06D0U5;15
16344;4110A1NYO1J42;27
12662;R0VY5VI4D921P;96
16451;0689FLV9TOUKW;99
15380;UQ761HABM3R2O;67
12359;176044W2W9M05;44
15272;3134W800E4752;96
14961;QFV2A2P66HQZ2;67
11983;H3OU189X7KSGP;48
17605;21YN7338UZ945;93
17752;A94BE7Z8IY2G7;25
11749;58007FZEPWU4S;21
10155;MNCZYTA5830V2;19
15343;1Q590KHF76K95;30
14407;V055XD2934IPD;53
14729;0IHF5OJE2EJLC;33
16649;VCD9G2N2WQL7H;49
11412;O1ELKPM4YYW7Z;84
15503;09007CF72WLU3;57
11730;7T3N61RHSXAO3;82
12214;4L0AJ89X0W7TN;26
10683;KOP96G96OO1TQ;91
16266;R0E444X3B4E0Z;61
13092;8W8CWE2722402;27
10781;44673BP905320;13
10759;BSPNG69RMCHD4;52
15913;2C44LIOV07HOU;33
11412;F98HWI1O9NJMS;48
17610;Q3FN638LDXD2Z;52
15248;PIA739ZL87B32;77
17654;1GZLT0OISTGEY;25
15093;31UXFI1M1909R;73
11245;OY992665N4982;52
18094;0SYPN16Z41428;32
15457;2B8336P25C33N;27
15285;8VOZ2E474N4V7;96
17182;0CA23J4I3V3US;62
17196;KJ5AI98089H01;60
14493;FGG6M29BF81XV;16
17578;36C2DTP399065;20
11628;B6I44O7T94LBN;45
15548;R68TCO65R2Y8O;86
14834;B47VEUZH99E29;94
17439;P3QRL6KK69F91;80
14179;8569NE8694W57;45
16886;2435E2LCP1L04;70
10333;S9221RX1U1P38;61
16741;7Q4OG6HC3LX0X;87
14237;7LI8Z7988UI3Z;44
15164;Q7527AW812918;52
17244;M1H6N2B51SJJF;85
17626;U07720JQ94XPO;74
12800;YQ1K9QDW7217N;51
15036;1Y3FWZ3KZ3KUH;46
13985;DVH32TPY332D7;17
15457;J22HXGO750N9K;46
15957;P73R27P13JD75;77
17432;54SD76937LGDA;76
12094;5AG8Q3DPV89W5;86
10306;O581N995349H0;51
12172;S3G5IPD723PHH;18
14293;58W7HBV13PJ1L;27
16930;C4V5756Y53K5T;95
14390;38M32W137K8BV;23
13011;7L2C0P9HQ3ILP;29
15321;W05FD8UN3RMAY;21
16773;1A2LM91D7XIB6;62
11412;938OIWH22MT37;13
14609;0E7BT9F184JS6;74
12087;2J19VB86VK682;26
13148;0SEMRCU31LB3G;49
17050;WY06MXT65L45A;61
15890;0ITW1M5N148HI;33
11344;0X3E6418IF7DY;81
10290;R40S6BFLEZV69;13
16344;8UTM0EA37AK8W;65
16709;8NLYIV8YZY1GD;91
14839;QB834R4J80992;85
15333;40TW278I37UJ9;92
18012;S1BU3C7914X88;83
10290;ZL2C759Q9W5M2;56
12999;B010154R693X9;48
15464;82572W88W0G0G;47
18094;1HX96201359HT;48
16795;B325BI32TK5O7;46
17626;R0E444X3B4E0Z;92
14204;95VK0CO2VF874;28
10412;S9AFKV6RVR0WI;34
15842;E6Z8X8M5S4F58;43
15114;38N4QP6HQH19W;42
12777;22ZVRW96U13ZT;55
11380;W3H7V5M5TV67E;42
18005;1Z12383734PDT;34
10103;DF5A52461KL96;34
16470;DPI8TV78U209Y;96
12172;36PZ2J632843O;26
17720;PW43D8P025EIX;35
14839;2070P897VA1JX;87
10400;IRR58D889AL2Y;29
10255;QWO32PIH54452;78
16406;S8GJMUF50IQ82;49
15958;3XM2VKR85V0A8;28
15703;31PP2TIH2SVU3;65
11651;H8YD98913799Y;44
16795;O4ZLQH41BSX6N;40
12627;6Y85W173654FJ;42
13041;RAD28UBS6D3T2;35
15273;I9I20OBY17177;16
10771;H46A389R6344F;34
11636;6T650N97UJ062;23
14060;2C3THWG241G43;30
16286;QDB40GSUAEXB3;13
17148;SY326VGFNDY03;62
15105;7OA81DREV72FL;66
14086;90K909FI1AFFA;93
14495;5X3N71H3WS0PG;20
14293;722WSF7CAC962;63
12341;PW43D8P025EIX;86
11539;D2WT5YP3G163O;78
13561;50X2Q0EB62332;62
17338;LP56G528B7161;70
12862;K2D06N7EY634L;21
10160;563I4OMV783GQ;50
15625;87N03OPCLB2JG;87
15673;X35Q9H5V5G48T;29
10618;9H1R7O4R06U9F;23
17050;O25VD060S23O4;86
13800;VHD0RM74GVB45;45
17028;K5XP05W6A03L4;98
16462;ZN12QJBN93J22;85
15811;EHGLX68HLGWZ6;24
11921;941ISKFO23J23;78
16737;TY5YT5G8GTW4A;21
18012;U5GTX1ZEEVC22;96
17993;806AA28G68GLP;83
10771;AWTNVRN69KASO;42
15687;8Z7WU68NDCY5S;11
12902;JTU5D55XI4N11;79
16836;8CSX9S77ILI8E;80
18050;K7B6D52R9DAMW;12
17244;1Y8QV1O420HL1;33
10656;2JGM9V35028WL;54
18094;2962QUP7T5906;49
15457;C69SNNL54II4S;93
10292;LH26PU290UF11;86
12172;SF6O4C3FB9K6J;36
15842;0P15DH3U90IXO;32
17110;HTWI7939Q7W9F;91
14942;GSDK8E58O55MV;34
18050;6U5VP9DY9URF9;88
13589;4EP8QB22LR08I;13
14195;X39G6BI765VQI;86
13896;4WXTQ1O5XL44P;24
11894;3394A0IY822TE;99
13128;FLTV8G1NB3864;78
16053;3TMY85C32TCX4;47
15743;2VS0CVC6L890H;37
14961;DQ75Q30W4AR00;97
12697;S85N1I3M9993C;65
15322;LP56G528B7161;83
15703;0367489LH88RP;65
13289;9CVQZ9EUF4H27;89
17993;1IA6U0D732AP1;36
10333;S3Q71QV67E2L0;18
12565;K5XP05W6A03L4;71
14493;58007FZEPWU4S;69
15816;L9EG35FEG76B7;76
16102;71Y74Z98H82HK;72
12117;YIPB92339UGNK;37
16807;75885V22928X4;12
13054;1N05W54HXM0PR;34
17450;0Q1B8ZN64348Q;59
10923;D06YGPIC036QY;71
15130;L305592059782;52
17654;1Y3FWZ3KZ3KUH;30
15355;271CXFB907HT5;95
10400;IRA8ROY975H9Y;28
15000;0X52L81IWPEGW;39
15956;E6Z8X8M5S4F58;74
12455;KFKR007680346;42
16649;7LI8Z7988UI3Z;33
14204;CMMGW8U1JP3RI;35
15503;HLD354BQ1GYJ7;83
14128;OMH3WH452AU5K;13
16663;DQ75Q30W4AR00;36
14729;340L3RZ62QRH0;32
15442;5N665O3SCY6A0;19
14219;02N0ZWL882XZS;33
14546;20BI35WX63G87;47
16219;TV0MU30T0KO37;40
15840;31448H3JA3EEB;20
15146;AX4VXOW0S24NU;86
11029;D26G0243U7F43;93
11465;Q10R8058O9825;42
12724;873ADRSP58W93;22
10837;64Z97R4N3G8RP;72
11660;PW43D8P025EIX;14
17580;370814524574I;30
10380;X9UR2L9FVHI3K;49
16065;85Y9G6126E67P;28
15322;F9DRN32J0543U;74
11894;56STW99Q9K9QE;50
14753;FYYT6172PC9T0;92
13816;5GA486M0D0H90;45
16062;0Q07038L5SK97;26
17948;178UDGJ06D0U5;82
14717;V9N5B9RPRNUH9;96
14175;428ZA27ONXS3E;71
11433;M71DVB350EK28;60
18041;RCSHIAG6GI53N;16
11711;R6KI877098B2E;68
16863;51000PCCG04MR;94
10130;3CG1318GKUV08;63
16365;31MO7Z86O760K;30
16708;9A0175BTQ02LF;37
15077;2W1V1X8PXVYD1;99
14651;1TV6C4OA724DH;57
15890;1BYAPYJQ8336L;87
12777;TNHWH9N75W7W3;65
17435;Z09461EST8NV7;88
17338;2J8ZFK6K8QL47;80
10141;16EX2F2SUB46L;22
17500;2JHAW6678RU7A;57
17379;C3F0EM45A7R47;26
10976;G5T5IVE025DI3;74
14343;SRQ11NR6ED6BL;55
16700;9LR50JKGU1DB3;56
11986;5D0CB0TAUKM87;54
10569;UIPF2M51BP4DM;16
17752;LH5HN1O4VXG29;83
10141;E1DH2RY8TK68Y;98
13433;YI05Z0N8JOZ7W;73
15077;63S5884DXX0J8;84
13011;58C8R71XHXGM0;98
14259;CQ892QN327K2V;95
10937;XY7N4A15XD536;39
16713;2T3W22J6VX7EX;51
15687;D5H9YR2ZN80IB;100
15552;23AX8E7L9W241;83
13686;R6E9P7AE5191F;37
11126;JW8WR05ISPSE4;96
17130;119D76O0294W4;10
11063;4RIQJCWZ50L95;38
10682;RRT2434995XCS;94
13933;H840R3JX0CK57;70
12945;AE2G3G489W0I3;32
14195;452NE2L1C8S80;70
10160;KRI5TWH6928DZ;91
17293;V9N5B9RPRNUH9;49
14839;S1BU3C7914X88;42
14924;AOENB916ZO871;24
10424;0225834711W92;55
14808;J826X12L553R0;42
16497;5GP87280JFA97;21
13591;A4072OTZ36497;47
17014;5D3YDNKLF9N9A;55
17950;93IO57BXMM9MG;20
12544;708UX4U16RZZJ;19
14839;35K661G1UY92G;83
11707;67SJ5W12BM96I;31
13818;4K12BQ42M2100;11
10253;ER995EIX7GCIF;60
10490;A21K440K2XIDE;97
12991;5GP87280JFA97;54
15444;1304M201J77L2;10
12930;G46MF8PM9E0HN;68
16898;U8P97V61YRM04;58
10292;TLG47EW940PIR;93
16649;M22RXP87OO1Z4;96
15706;JMDAG7LWT9H0W;88
12565;6KQO5Y78461YF;24
11354;JL1542MFWIOH6;22
14145;YPRI0R9916V8M;34
17398;340L3RZ62QRH0;74
15625;85U1VEW79WHN0;39
12225;9DAV5Y5H44MJF;91
13301;90ZEM03NMH361;74
16053;T1LMN6QL8HASG;15
12991;S2DW1DMT6MLL1;88
10563;4X805QQB65D3U;66
14599;U07720JQ94XPO;15
13800;B47VEUZH99E29;52
17860;YTWFIW387Q63T;87
14164;OH40B2T92Q24O;19
17130;XJZVF2Z7OYB04;32
13032;51000PCCG04MR;59
10255;CMMGW8U1JP3RI;26
16776;7EBT9I15YB0OP;54
11377;K7KG27TN6IU4U;50
16773;RF445118DMPHI;85
15626;9S5T93MR8970N;13
10904;31O166057YJL6;84
16719;LVJ1V570D8FC5;84
15248;PKJRNU86C72LA;56
16374;71Y74Z98H82HK;87
16700;704YR089SOM62;96
18034;08S0DF8T32LFG;90
17654;7SX673216P64H;45
11858;CN71PI205717C;70
10490;5O4ZZXQOBU764;92
16374;7W4HRY31B15AF;78
14839;ZJS05W8V7D32V;16
16557;G46MF8PM9E0HN;69
12225;K7KG27TN6IU4U;57
13128;30DDZNAADYBQX;56
16018;6XJ01D457HO83;52
14245;8ES6R268F93JS;22
10103;R3LSJB3QD2O5G;15
13350;J92C782EQ4319;45
15331;171931571U251;39
17427;06K2DOSM51V05;93
12239;LL4VX6Q88I4L2;26
12341;0IHF5OJE2EJLC;49
10683;K4P5PMC31KCW1;82
15322;S8GJMUF50IQ82;23
15899;MV01WUZ96M78B;32
17475;SL17L39C3SE82;87
11354;76CGWA65IYF51;78
15990;5S25R4618K6J0;63
11858;09007CF72WLU3;47
10103;47RVCHJAO7P42;16
17250;NBP000PH5C4SZ;22
12359;0QAIQO5W15Y07;32
13898;8X4X6EUN3JCZI;73
17742;51000PCCG04MR;90
10831;VSHG03E90303Y;18
17640;TL74Y9E8IGCI0;30
13208;5O4ZZXQOBU764;46
15272;E8TME9XZUZNC9;47
12239;XY0M3TG6L2S7N;68
14204;S98JYEH1LSULM;67
15713;KL97H7A38254N;69
16677;UA5G22C085328;100
15442;68913NVUV0645;39
13904;23Z4HIR61QD5R;41
15887;4K12BQ42M2100;67
11790;FBM53IUSF9989;82
10841;TX187E7659573;47
12769;HQ81WI7KA70HY;80
14237;6U5VP9DY9URF9;20
13169;LH5HN1O4VXG29;76
13063;7B7BPKQHX9SK9;99
10937;A9XPCIF94X262;61
12483;7US1PFP0X9T72;87
11326;L63009KV92W15;46
15521;27B83T5NR0H8J;34
17500;40A92L21JK743;45
10579;3381222879XNC;66
12997;X39G6BI765VQI;14
16497;464X253FS6285;74
10273;UAW02ERSO5ELS;40
11503;54084CP03M38X;16
16743;YE1YL630ZN75X;39
10764;KOSV04KXT2D80;24
10412;W3I2YMXW623PW;76
16002;4563KI7P4T34I;32
15291;1068L53PXE2O1;92
11342;28V5W8QU05548;64
13801;5D0WG83N9995E;50
14637;55N59CEZ6HW90;59
10779;5S25R4618K6J0;30
15301;RO57OE1567RV0;20
17876;5WC656169U0L0;52
15174;DY4Z62H65EDN5;77
15706;W5J6MN9M7045R;73
12489;LTP91A767J9MM;62
15136;LH5HN1O4VXG29;62
16065;FBM53IUSF9989;93
11354;AG6771TO93461;67
10983;3989109S831JM;69
16606;RLL1B2906J4RX;98
13749;7OEVL4UUU344Z;79
16003;3P930AHF21F4T;59
14834;R05HXC67A4PC3;38
17014;PSJS1JUU0IMET;36
17447;2070P897VA1JX;87
16365;RVN2D1LIV7ZUW;15
15604;X39G6BI765VQI;97
10524;Q7F9R9CEB06TR;51
18097;2B8336P25C33N;79
13801;K7Q182X4P180C;61
15272;21WMCA7ORSD27;80
10779;82404HQ70SS7D;20
17398;ZJS05W8V7D32V;74
15548;S3Q71QV67E2L0;70
13260;1J0WQM371IL8B;42
12778;M779PE5NA2TM5;54
17532;KAQ9UJOEK2SQP;82
15005;HKM82LP36C15K;41
16822;B28718BSD3760;73
12489;9Y3O65WM46MTW;75
10404;4ZP394FXE8IEC;42
13425;C71RNM2972L4K;14
14955;EW6O2516OSL9N;39
12792;7FAZ7QQ98AWEF;18
16731;M52X8W6U5BI28;100
14203;QO52S94T2CZ1H;43
16573;96WXKY533PPUQ;12
12862;8D1CEA8A1FM2A;77
13411;0T67IW7ZRNT69;43
11349;T43949Y0655IN;79
14334;F61K486G68G77;77
15753;3S91V2ZZ5MCN8;23
11858;171S84769H48A;17
12789;93IO57BXMM9MG;88
13589;99Y137M639Y3G;37
11749;2F461FEM0SU26;86
10162;EHGLX68HLGWZ6;85
10666;S4Z814Q1962YL;38
12792;Q0JF706000I09;99
14175;38M32W137K8BV;61
17301;KOSV04KXT2D80;98
12359;A3KCAN7978978;39
13801;90ZEM03NMH361;55
17182;89PBCGJINO02G;57
14086;MV01WUZ96M78B;88
15337;D3L57F2ZW4330;55
11856;JP3V3CME18RZ1;56
11070;10871GIL838R0;49
11235;YE1YL630ZN75X;66
15552;R3IJ79D5K143I;22
13890;WCT76CA65Y0QZ;11
14642;1TV6C4OA724DH;47
10822;OXG0W0079AL2B;44
15188;Y53910O6686AW;32
17752;J3E6FMML076F1;45
13501;W512P6U4J4D4R;29
12383;ZZRV1L9B1VT82;21
10805;06K2DOSM51V05;17
15275;C4V5756Y53K5T;42
14756;HG7FT9WF47U74;67
17148;XD7D843HA9A41;31
17432;ZD4925X1Z29AJ;21
13896;937ZK0H7032AH;54
13794;WSRO6W9D87B4S;75
12943;B1U94FPWSF12T;77
12664;TB1TBB3T4996Z;62
17102;0E7BT9F184JS6;39
15937;PZ7D2V983T8AT;33
10228;EF1KE8X3SX4T7;22
17605;1929HQQET0751;79
16719;E1S44H3X5K1YQ;92
14682;DN325U83WW223;21
13881;B6I44O7T94LBN;75
17753;OY59O8X1B22K3;46
16795;21WMCA7ORSD27;95
13376;5835B63TFZXBJ;62
10441;1A2LM91D7XIB6;62
17385;JGM1C5FUJK8PU;40
12136;O8BMQ7S78LOUA;40
13169;G75L13745E580;43
13623;3YP8W8H912X19;15
15304;OC5Y598W96247;24
17182;0XQ2S9M92SPO8;82
15075;0Q07038L5SK97;13
14051;I776OEZNN9N23;25
18094;1HZ6GKGX621RM;66
15990;ORP6085BT041J;66
17329;4CVKM52PMU41C;89
16886;G6R76CTZ0W9I0;90
11027;2REN5SLQ77318;65
15317;859G5209Z8JBB;96
13881;G3ZBGMO8DAY18;27
15105;1BYAPYJQ8336L;37
12005;LTP91A767J9MM;100
10781;MWA106244O40J;60
11063;MQ1VW9L27XF3X;66
16932;612U7KM4V4ELT;11
14794;ZD61WPPR8A047;45
10596;RT27KQM1Q4DLH;19
16084;OQK4Z8Q71UL36;59
16619;QQ9M2T1RA7N3L;80
14344;W4277B75U3682;40
11006;C560P6O55FH7K;86
13139;806AA28G68GLP;19
15877;S9AFKV6RVR0WI;37
13208;52ATZD2HV03Q6;39
12547;85YKGU587GTP1;27
10380;O9W4S52QB9DP2;51
11245;EAPY1TO37K12V;52
12896;Y8ORL5M3GS059;99
11027;76CGWA65IYF51;67
12430;7US1PFP0X9T72;25
10954;XI48M15NF41J0;98
15130;L1LT88FLKI35H;49
14558;Z8N136K8K2UL6;10
16969;L27F2792BBZZ9;53
14271;36C2DTP399065;25
10630;I962M6W8DL6I7;11
10445;23340245MTEV3;12
15671;Y68NSVH7MD9MA;26
12347;41T73B7HDJJ35;94
13686;U8P97V61YRM04;56
15420;F07CH615W17A8;44
14232;J5OKNI7HL5W85;10
14912;1068L53PXE2O1;33
13092;UJMXZQ174913O;86
14509;ZRS98C597SL49;26
14166;I79AB29607583;34
16301;5SRP2JQ67A86E;46
15471;RRT2434995XCS;92
15720;J3E6FMML076F1;64
17008;RMP104H9OQ60Z;76
15503;O866R4A2W32P7;33
11063;2829JBZKMN6LU;82
15096;U8XHY456DAQDR;87
17329;CRKF3VC4NEP2H;31
13890;KE8B6D6FCDPP9;62
10859;D397Y5N85E3I2;39
16018;F4210433S6AG2;97
14756;0N61NBT35194Q;73
17860;O4ZLQH41BSX6N;54
11786;096L1HA73EFX6;14
17008;6410DEI00V9N7;86
16286;JXGQ90U0SH757;71
17576;S98JYEH1LSULM;98
18005;R449F85Q0D1J7;73
13041;75PM1306635K9;18
12884;1I23UE59736M6;45
11442;5X3N71H3WS0PG;25
10786;AJQ14W8CCDW1A;64
10888;66F76O9106WFE;22
10859;MNXT79YJ6M481;27
14128;I6B76P3X7K766;61
13301;Q540A7PO33020;11
11451;D944KWER3FZSN;59
14253;5AD069557TWTB;57
17489;B53Q046ZV30XI;20
13289;8285DGKK31CV3;63
15626;2C3THWG241G43;39
17475;W2F60JB62M1R1;82
14344;54H9589QPTT2I;70
13568;H2170EZ24HD95;26
11126;L836X84ZU42T1;64
10483;1VKX966812TJ1;91
16110;62W7587RSR9Z7;77
11342;C6N32FMP0N63W;54
13767;OWJ7I78SK7FR0;39
16020;M779PE5NA2TM5;92
16708;L0NFTA5L3B80A;97
14387;5S25R4618K6J0;78
14756;7OYKM70502LW2;35
16314;3ZW985BE08P6C;32
12202;17CEYAKY3TFJJ;82
16236;EXY01BYX8SCO3;10
13014;S9I7474S01XR0;65
17182;OY59O8X1B22K3;95
16102;CP1QLY3S5UB5U;41
12239;16C0629N794VN;29
13934;6902SGV6B9747;25
17580;4L5D764051GBQ;43
10888;3TMY85C32TCX4;28
17912;C4H0E5C0UZ7XJ;44
16954;B47VEUZH99E29;79
17450;5AG8Q3DPV89W5;34
12455;US5667A50452R;47
16188;8GE6S2Y0W6SO3;84
15822;97XLYD0YQZX4V;45
14808;JL1542MFWIOH6;70
18012;576ZL3E237BYU;74
16453;M8576O6ATEFMZ;26
13319;T9H6WLRDD9PQD;79
16269;1U2T1E1W2BOFE;89
14993;452NE2L1C8S80;69
16619;IA25C729BN4HC;49
17458;FJ5I5E8T53ESW;29
10160;VESUK1KOIODG4;71
15175;CN71PI205717C;48
16062;2L6Z8E2T51LZU;55
17884;87N03OPCLB2JG;79
15000;Q86N7QY1UU8LE;66
14955;380S416CR1DFW;17
