id_factura;id_producto;cantidad
757547;7KTX11R32B44M;23
999474;1H6SSAK6YTWV2;14
841937;6FPU8AS4ZVD21;24
958276;Y74B2S1T93V18;8
554638;F31X5T35Y2W95;16
785802;70NBWZ13309M4;23
880611;P4EZW0KN37K6H;28
536030;Z660D359UF8LS;9
605774;X5YXS1TBOMM34;22
573623;Y1I63CQ8858J5;25
907749;62DC775BFK20B;19
228160;704047NV22ZTI;12
877925;012XT39592U4T;29
827686;0JM5IE9LG7A16;17
655751;1SA992E27MJ9O;14
295372;7394F75B85G35;30
949927;8DA45J09Z9A88;17
754998;VNR0L777CD857;26
763697;7R6U1N4B9S943;26
370873;C731HGM436938;26
591379;2P6417253ZI4Q;16
873595;CELUL7K05NNM4;30
737607;B4WT785B6KQDD;4
683178;B7UTR73Z8FX3L;14
302029;RRT880858775K;3
350389;LN972R61N9M3X;18
434597;A19HZ63CF676P;11
910614;96GDV7722IX5K;22
338622;30GPZG0E79042;24
525817;1RIN9JC7ALGY3;9
560229;B8494G606CON8;14
973867;SN6I169CUCKO6;12
399720;1FX7X0D1EA577;9
548097;4KRMVG1073948;28
847086;5YYOE75UJXOR3;28
1008144;579X3Y98ZOS1M;16
415602;GN91HVE1T9AJ2;15
992432;2FR9848RC16X2;10
859004;8395V2A8X26Q3;13
543580;97YW3IE490LCT;8
365273;I9N7TRDGHI5W4;30
413170;782Z5Q3H2O63M;1
1015854;9WY139416HG16;15
370666;17KK029Q2L473;12
515047;3FOBBD62077GJ;10
518970;448RBT3OF59UA;24
354027;0QR889HYHQ100;23
772015;Q1P8GN4BN69HN;3
711187;R1A3H1G6642TO;26
593994;7093G4HAE6H4B;24
821817;6M2E9OY7AMBEJ;29
924497;QAR8RC7G18J0R;22
912361;73L80358553G9;13
737162;6B8AA1SQ0J8O0;3
930096;6621LCLN8138E;13
662674;16D8M6NY957NW;28
973925;092KPWYM009O0;24
875774;48G665232C1IM;28
987303;3C2U0975S9WT6;24
916227;9N7Q7H0NBNE96;10
799410;D105V19653145;10
456018;628G42I0E78R4;15
920969;O46CMPCO304DC;12
653106;78N74602WE9YY;16
252056;K6X7FH1G85IXR;10
876498;U782KK51V8X6V;26
551109;7KCL3GB46NDU0;1
658050;0568UL2THFD7V;8
837570;MX2NTG28C18C1;24
506564;O41M064UYL368;13
413693;168J89L2H9C45;27
634776;5R251UJA72V0N;11
428098;EKK4KDZPW10F5;11
803052;9JGY89408S67K;3
351725;6YC608JQ42LR6;6
774641;JPVJ5U0W0YQ31;17
675927;26ASROF9E0O3F;15
443699;9R7M4B78LUDYU;30
494531;FN176936P4MQR;4
257464;LL94JI89P2859;7
708406;8UZX369O8I7H8;8
559877;7QXV68ZON69B4;13
888985;00986D50B3YG7;19
457932;ZY3073TVD4008;22
374466;6BA42IFIMA1QE;24
483323;M2839FE54360C;29
871964;6E32K76996FTO;28
637755;M80L9501LQX67;6
993557;NEIQ0617D183Q;30
975658;5M32VWFNKM791;7
863803;5I90IQ2P7P127;30
503549;535MLPNT3Y8FN;20
645303;68PX7AJ2EHLC9;23
226107;6OQ1U2SB369P6;3
890613;ZA4595693843I;23
756383;G20F111150638;12
822414;LO65H255GF93R;25
675711;45F86JBNM2844;3
870738;I2W577RYNX06P;24
324136;A4WPNABUYQ4HY;12
410415;J8ERYU85B0BUK;22
463276;EMO3QM20SEHX6;12
504516;6C1JXZOT4VT93;21
463722;99V5703U2N960;4
761617;54398O6GI9MFR;19
738736;9H7H124I667Y9;20
844077;911692HB8XBCO;6
761191;97B98504WCNQ2;19
466361;1N3XG3OL3305R;30
598117;G27KHRZ1Q5O6X;9
501840;46545MG14Z7P7;7
720214;R7YX5JCVG2JRE;7
904268;W0S3WN5Y99BDC;5
607050;9LSCKEZ4JAFN6;2
733171;9J2NY91W1HZ7D;28
330382;6CE0KV2YE490Y;24
694012;U71XVXJK81ES5;24
1012616;7C0DC6T22J509;12
292789;4EL466X4X70FG;21
770120;0AWSAR836BL69;13
539437;ID75J1A8KPPWQ;26
761855;GX19LRHNYD45V;23
745678;FRMU8M26JP561;2
567280;86PH70D5388XH;20
257558;F9Q69DVA3J8JD;16
760084;HN6P66E2VJ153;6
486325;L492S4922F075;14
464114;YHK5U3N22GAYQ;19
610977;S2KO8682T441T;17
898165;164I3203Y8G8T;19
371017;16Q86VLK9892S;14
1011488;6RJPDWJ993U21;19
401562;K6SXXK8O8EXZ7;28
836712;GPRIO2ZD2Y0M1;7
220905;9MJ91662M9Y1M;17
425874;F7YE6EPCG6GZ4;27
715123;V7L87W0CA8U11;16
635499;I24E15TQ0YUYO;4
778678;DIKQ850MN4R5Z;2
449468;Q23G824EN21PI;22
582631;25HW65BUZ3259;15
549804;1ALW724EX755N;28
913199;30N48TY1X2A7M;2
560029;9C1LSNN3KWOVV;13
732412;D98B2WDLS7W70;3
627472;46P6U429I5HNM;1
561799;Y5334OXJ5813U;2
462853;BX0VJ65F9W459;18
224749;QT1XM8HX96A34;2
661509;487F213D7037R;2
964416;451L79KXBEC4Y;30
433031;XUPSNXY71HW72;9
625172;07E970SQCNZ4E;2
523931;7XH916Q5S8G25;3
726473;JUOX9VF5D55YN;15
557508;OZB97K7VU0QY4;10
387119;TQ70120WY23W0;10
436309;0T1G7LG4G35WO;10
681697;20015M5QV1C7E;13
1009412;JGM1C5FUJK8PU;6
232000;06V39B8E67M9K;10
415219;S50C03A0K0N66;14
481855;725KER5JE6472;29
668637;9XYED31IN2KC9;18
366564;7524F3080BKEA;7
397328;BT584SRBX2561;16
918963;B82E3N4SIP7BD;24
758651;WDDO5KG68QV9D;26
739967;O274V04731R39;13
706151;6MVH10F9ONJB4;27
876662;553W47N55WAS3;17
382044;90RXK6957310Y;16
395523;IQ16821ZQY4LR;9
311043;1CYD8WANA944Y;14
455296;6PO452F373U20;21
472081;H8I169A7OW4MC;7
453956;48G52YB0TI59Y;14
537153;8MJL961WCK42C;3
776668;L5D9I4XNKR5T6;12
320282;3ETRWFB4BC72T;3
946068;7I2G9ME8L6L5E;8
573057;04K6FA470A0J7;11
687741;9D9J85AST7TYI;30
787678;2Y5MB989N7983;12
723739;82J9QE5CC027Z;6
876809;L1KDLO88880NJ;24
588578;3927D3ABIT195;23
926046;DO38I8D890UH8;5
523644;75470PR9846DD;14
243701;UFDYN4C69S2ZC;24
483603;6I09X50DGJZ22;30
589107;J9JWYM07941MB;7
424671;1I2C67WSOJC2W;22
850520;E65RG0A93N5LW;29
724046;5ZH72O0O39ZGL;2
676686;30G4897P4CKU9;14
990785;974VSSK36Y3TS;25
400976;88RF6Z293YKZ2;16
825746;89X61D8E725SS;25
307756;6Z75TELASB86G;7
378735;UVA60H3740NK4;12
297969;5YIEB9G2VZ8UI;24
338262;H87LUHBF24FVU;13
608755;00C4Z1SF8WS38;25
444451;P12464G189208;13
561795;GT7P53XNL49LW;7
556072;HM2KTPE9GA614;26
637940;9O9D3E16MFAHV;10
477043;G8AT2JKG8C5JD;15
488894;X4I85IL338NG8;2
257462;5ZZAT2J541XW5;2
716046;9SFWYQLNPV0VF;4
354718;0M0014ZXTV382;18
428135;858K3DQRV046H;22
694061;TZ944BGPKMZK6;11
426078;SCGQ64ZSP1NGS;4
361974;42G22P0330965;27
753881;Q3G661U37O365;19
808069;ZC8EKEXH5Z61O;22
506396;W56CW4MC3MAQI;18
831148;8WSBGRVD9009G;28
394297;506T9T7D98FF2;24
989123;I7U289XUE5356;24
825456;44HIV64GB96H8;28
856421;FFE1Y3Q50BSO8;30
322038;AZWZ2VTC725D5;22
486868;X6RJ8G877IXO3;2
504612;1ZSS4O801Y0M3;9
891055;2C6W18FVYNES7;5
843957;7M976U34OWPH6;10
360961;UGEXUDP1ZE6H0;26
624250;GH9RQ8BVM2V87;9
679520;3M3J54L282H93;10
481073;27U6PC1233C1X;2
413328;ILQFOLL6411V0;22
779619;8K6N651QSV7O1;18
981967;N1743796C094A;1
312992;Q9Z80F47IBUH5;1
653198;W31M3T71NWZH5;4
572957;MC0779191X4R9;11
526833;7T1309HL1554G;5
872445;M6K01ZT4Y4V37;20
408222;0589Q336A2023;4
661824;M7H0B29TO42ZK;28
834341;36X2W84768C9G;14
883434;51X9015IG5G0Z;3
976937;46B4WT2OL6B5R;15
761984;NB487VPP321IF;22
500739;YQR1312I9JOE4;8
435871;0QW3KTX9085WS;1
389500;YQI4GA7QHRI39;9
983252;849D92L33I260;13
272463;DG5HV7ZC5WPCC;21
511398;9VHQ8266U1MF9;5
241967;36371A7B300I3;6
418587;427F18C90VMDB;6
282378;LBDZRP1408SSQ;7
751412;4Z01T21004699;22
903867;12W03GKZ123Z0;7
275763;X3AP683FHXXH5;12
554953;2X2E4URJR06Y5;17
315271;L3N1L61UUL435;26
683111;6778HX4MCP393;22
611466;DZF17KM7WO0YD;19
819773;5C4VAEI90MW6D;7
973893;IT0106B8R1574;10
876596;63ZNUDL917J5C;4
343455;2669G69F7T523;20
918225;V1155F5G9YBC0;30
383013;E4ZDKR8586FQQ;23
271377;9131W9W657939;27
868762;9T3809614U952;29
370756;49Y916Q04H0L6;11
237871;NSSV38HL7Q92Q;15
637843;7LE370774X6K0;15
834322;I6UQKU8A9W2KU;29
327774;G0QH4ATEE1C24;24
914751;WS4IS8VWH4Z57;24
918357;X8Z0F42WVX0PF;23
962966;3Y10069269C41;23
413416;NV0XR587K8WN8;1
524342;QRM6N672485LS;8
221864;RJBTH1E613418;19
421231;91307CUQ1NV6E;30
1019563;21GT5IZ353S19;28
333693;Q0N434QU07CI1;11
711733;JHO031BH941Y6;16
952544;LXMRR11LQKBM4;7
460481;RX836UWGM5MV1;28
877070;SBNW8YFYEV1P4;16
533357;9EE7V8VYV0SB7;13
685058;9O4325Q35S0A3;9
409617;8PH8IXM8YX6U8;29
330114;14127RQNJHO9X;21
268227;2M8V0QP1OZ1S9;20
248473;4P0PN90BR7WLX;1
704098;RF0771EQ0V199;12
865094;9P2Y0CBNDWZ1M;4
296056;2ULEA8LW5YG27;8
895344;ASKWYK43R4Q73;25
924307;8GBGLWH5767N0;25
511666;88708355P562Z;20
637575;8Y5KP1IRTP92S;4
625130;E4LJ7RLM49989;10
668302;LZ916Q2EX1Z0P;18
360767;N2QDO659TM36M;22
664516;54H15ELTB6LX0;26
666094;4VOIV24W2XB89;1
247477;E0UCS4H88HQY8;10
415689;UJ32LFLB1USHT;29
867085;9HT0I8B467203;22
555238;0WD1Y409B7L01;25
319067;JVREPU0UT767L;19
704968;4ZJS7VA9LA1AU;9
601919;2VHI32A5M446J;12
750482;586A5UVC06E93;23
408013;AFA1R1ISRH3EB;22
712642;RKH9EFX1WB7U3;30
291083;A59BNP8BV1368;27
673810;CBI1YC163T109;16
547749;8160QQM46WEK1;7
525986;VCJHVHO944539;2
600958;2VJG63BA391N5;21
557199;192457UAIS947;9
223664;2J1L1IR7PI3K4;23
441807;204KBA4Y7R629;22
671545;OPN33BACAVIOC;25
807417;4IU3RKIVVZ00C;22
383697;X69077YZROX6B;30
910764;92766F3AFOXX6;23
870903;5X0967RK6U76R;11
260510;R1BV1B5AUQ8PK;26
750139;FLCWT3I0G185D;20
590658;R444K8T977003;19
504596;M66RUK6ZR2O3B;17
746638;5ZT443VY8Q728;15
472225;C9W9XJRS009LP;19
868018;7NOPIDM3X5520;7
606613;E927WM6C1T79C;3
671119;69EW23X105JES;26
812767;TXQZGS9OX9EEG;20
897307;T1ELY1Q0IU91C;7
382879;49OGMV55JP8X9;5
1014701;AJRW3IX3992P5;13
799470;F9VMB2V8AYO50;11
831187;PB9H6JWE0983D;3
491885;R38HCJF9R193T;29
638201;01N5MIW5412YK;13
420613;FM9MQO2DYP336;26
404401;83659KSUL7KIC;4
745386;N8JQLP7APJ6C6;3
643592;T9VE903CKE6X6;29
477751;1WOIA9FM70K4A;22
510857;R11BYEDVU5557;26
687112;86FP0661SX356;10
266322;W14OYCC3CK856;25
574886;1BIK4XZR96008;21
601273;86GU5H28538ZV;16
787776;GUF6T76O4245A;18
638797;O880TS1BAE2H0;18
748493;NT4PRJR5P0F7M;21
301493;V27LZ2V7JKJB0;27
577260;T9V6WP287XYUY;16
479285;Y8HL412RXJFB8;17
440185;SR9045O23KY64;3
271021;7X05W909T9Z8A;10
980018;IET89R700RKT0;11
334637;E1J527F31A7WD;6
233972;00ZJY0Z4VOAS7;26
692488;S4A1P9CP44XN0;19
431492;9E4M5HR99709U;9
667557;H6L9B30TMA1O6;18
514278;1WZ9013WQ9W72;19
359317;T50KG2Q15VBBZ;22
737742;K51XV0EN24R9S;15
502395;521B33841ROR3;21
757848;75UBFA61N60HZ;14
283270;5507ZGZ69L4M7;11
500902;681A5791905EO;12
756672;MZ882F864S62D;2
660385;411864EYVWCTF;17
241084;GBC2608K19ONM;24
451651;781W686H6ZT8I;18
672161;2O21479I67Q9L;8
990782;WBUR4X41N235U;11
604684;G43ED7A18QQ5Y;30
636125;47C0C0M5QCMAD;20
292381;KS3VTB17443B9;19
495952;7FF0VK49998SE;13
855705;TKZJ1XRZP1FPS;6
545584;M58081469V952;27
550854;RB3H010RVE6CW;12
949845;WRSRCVX7LOE4L;9
391646;915364K2E5CG6;27
755540;G05HHN340K907;7
430196;T406PS5RIAG95;17
811088;0SQ6CK3751V2W;10
326551;3T9505Z582P0P;16
250024;48BWTZB0Z0D23;5
269003;76W9HIM711F48;23
471573;Q88QNT3BLZ05W;7
459478;LR15U00RK2NRW;7
1001098;6XLN939L85WYE;26
250303;7NB0D695MYL22;2
916070;RMT4N65VEIQG1;19
451912;57POCUY5C3BAG;3
333301;382I2KW0J50U7;7
640190;GAB4QFEHRJJ30;11
885354;XC4BK36B8O4S4;6
782627;58N2JS2C5RS4H;30
955779;0VQJ23J9Z699S;1
269778;G6N895S10OGIY;10
466493;6TH16EIZ6Z3S0;11
406406;7Z24251FJ65S5;25
530418;YFDJ04D9211CI;24
964350;LT5230E2VB5F4;6
1005514;6223228V838M8;15
240178;4C848D0OZ4886;17
758278;990002ONRG1GT;13
824526;U8N9VQU7TW23S;9
365596;3QL4A7TE90U3Y;10
683907;TE5E6M9T9VE8M;16
560363;1477BPX2M92A2;20
744277;1H7VR4QICJMJ3;15
559358;QQH3Z4JZ6HMGK;4
657022;6J08BUSA611MV;4
717213;DLEFR7681568S;10
431110;2Y754GZHHCLCS;3
917839;15057D3J1P85K;7
583458;D3039OH6645HU;21
769080;J5599KMA980XN;28
234810;72S2T3C29AJP0;8
755518;U1F461IRB8S55;12
553635;038A5ZJ0OW9UW;20
933639;43KH7XD85YM96;18
288523;PS155CV2T6831;7
986028;AHJ41A02IAR60;24
833277;G3LK25TPCX64S;4
691375;GV9T0M256M300;22
446913;68I9E268T4S69;20
587114;S6PQ0W28Z2M3D;21
601539;4S1096FKNO862;18
422048;53UDS792D351N;27
813202;47CF3LIU03627;12
750322;6R299GU8GNHTN;22
865068;Z12B570ZI781O;16
720052;74D9RQ3748XGZ;27
980610;BE85LUUO8O55V;14
594274;88QI96TGBIV80;4
351069;01ADI9LQ57BB7;27
790926;R0HV03P3Q5ICW;15
312017;9IUT3R5X4I973;14
800827;XXRFT3EU8C7A1;11
905255;QEGQ2I60R6P69;30
532221;38K56L44JM20W;5
824963;G548BXX62109P;11
754251;4A98W989XFK92;3
521282;6V830O6JW7838;19
676873;10YO2S8196C9M;4
341441;HXEOIK5Y7DH60;20
290951;MP0B130BK370S;22
767418;XW5EX9WN2BLNZ;15
880712;OD03LCJJ3859G;5
621968;S45VEAP5RW2X9;6
1015398;07SDU3FR1T8ME;10
593610;4K0U59974D8KY;8
423341;JF6JX0GZ0CN5E;8
969859;7T906L1A7U749;15
439656;G7OYAPZC026P6;8
536445;OFQQKLAP6H83V;29
560815;GA9I3BKJ606H9;8
966214;073JGL3877E8O;11
281516;U32Z6D0VX7UP8;29
567299;Z0O775SQIZD83;5
507487;R86177H1118T5;7
955530;3S5J09I275PUG;6
792399;PHQ93E20S8BLW;13
820962;EBOL13Q9IXBP0;1
259246;A01US3724DVD3;21
428326;O2VX9H55XD07N;16
739104;D10M4MK6R4691;16
859984;ST7U4D6LR0B41;17
750003;BXL7SGN451274;30
371228;6M2XS4AO3L9FM;25
768964;4Q8X03S49IYG1;5
770789;E76HW21T362M4;21
467100;TME5PN2AT50D4;16
571031;PU46POU0V08LD;11
283098;10A605G48SO38;2
690307;IF2M9F0OIFLW9;19
975153;L36TH83Z0YA4Q;5
631688;6G46689YO9791;6
513629;AC46S4XWRUU9R;28
339178;36MQ921RY9FL9;21
794153;K71FEE4H9AL5M;2
752733;OOWD06N8K13JI;14
350823;P0FTL7F7RQGVE;19
535723;E1K3NLAX20V9A;26
539602;020OK0GH3J82C;16
354780;32LEMLO1DU347;17
591325;IRJ47RCRIV3C8;13
266216;SF9YR0M3C1YYR;12
985702;81GB42JT2GEIO;28
254070;NV4I0YNMXAM2K;28
277134;55D6EKA54HQF2;28
884045;U893456G927MM;16
807181;6S2STP11UB860;3
758090;I3C7719QLX6VZ;16
698612;40BJ2S04Y7V8K;9
489121;RX6559E7K0YB3;24
683463;9D54347RFNWMU;27
926802;6P2C4535VO0Q8;2
749254;3GV5PSDQ2FY5J;17
1014217;0PP23EN7468LV;13
241977;300778QMV2I35;3
399752;Q4QCKJAOX6B16;14
461949;5AXC3440PBT13;3
548397;J98V56RHEYEC2;4
765736;72KTO9TRS7NA1;8
249726;GT4K67LTNT07X;7
974470;E243V3254OSWL;27
969132;Q23G824EN21PI;4
997760;N817T592IJ158;16
648014;XG8GDK848ZVI0;12
914223;3B782HK2T672A;19
997976;1E4887484F2A8;26
927749;540K8F2A00VTY;24
738582;3355ZWV7QV3Y2;10
353004;YBX9HX329WW27;14
692382;596932A0DTXU2;1
666623;5252348Y2427T;21
538888;52J3O5857C0M8;24
457987;K3P5UGG4732U0;7
461843;SCTHU8TC50032;10
463850;XL10YJNX1WO4W;18
628679;UCY8WQ5HL745M;15
422887;0JX6R85FQ9SM3;24
383784;8I3EBB042Y660;19
978671;LRQ119EL10328;8
343183;ZBTU0M088TF85;27
687326;38MVOOJOIB0RM;8
261105;53V8SD1E7595C;28
666320;IUFM40ED2HQRL;12
733345;G0JZ1V0Y3I3XL;21
300244;CUGXW5S116205;4
364492;0SXZB0EWD19B0;6
708203;WJSR6Q9QWU49O;24
933573;1T2N46286B3F0;12
387061;0TH77G463YBR9;9
773487;1B15LEI4OF359;11
292433;TW9O35DXP31GH;25
348886;5BZ291T652AEA;22
531180;VOCWV2DIBDNM4;6
800151;664O58WB23G4O;5
787018;49346T467RRQ1;20
228060;JR67QPU1YP7WR;30
991669;Q14838W7245AD;17
519949;2DBDQ3O7TV67Q;20
271198;Z2C0M245694F9;8
801609;3Y0451J4FGBU5;1
850310;106W29SSXKF16;26
521236;6XHVI6150AQ5L;26
579883;OAS0NTMO18F0Z;11
781975;7TCZ7P894J23S;9
799817;VM16OS057SQL1;17
238105;6AX49S4229957;12
450449;5EPX7UDKS5VTI;12
586240;4B992MCU9Y9Q1;29
633531;V73037067Z392;30
877228;707A93Q2ZUG0E;19
696029;Q4OY3LEO492C9;19
456292;09IB1K78O894D;29
437346;68I6BESZ63T95;26
913686;XYNN7TS635K5C;18
880954;3Z0B8T82I093O;17
643648;3773CRT547TM2;8
346764;EBP40V3017MNS;15
725783;IW43822F2C9TY;30
493512;393G7USBF4HC6;8
743470;26O8483G794B5;18
448869;G7K21W5ALET4Q;28
626296;82W3UCYAXRQR2;16
960699;51P367Y1Q1IJ1;8
844808;653ZYKW599XB0;11
609232;583ZY55E1AE3P;7
452341;5VV6653DLBE66;25
849087;YAN7C7246182Y;1
781182;277835WFLC7R3;29
741918;382J73O36HX9V;19
702396;669B9XS5I4FBA;15
325468;5JK069W55531P;20
382762;ID26SWO724Q21;24
507454;9VZ1A9X4YG3W4;29
816957;497ZR0877G685;30
907341;K9PFR1498NL3R;5
876731;1Y882XU7QAF51;6
562978;5DK21X449XJX1;13
668175;9L9DSA8KA4Q5L;25
987511;0LJER3384B3NM;28
753384;3T74QJ3989F0G;12
694876;9C9522B3R8SLZ;29
543575;W49F3P3Y25WG1;14
460456;RMJNV5WM55LR1;25
1017254;25DEGNM37Q3XF;15
820714;A6A7Q158505D2;29
248650;U1MLNQPSB2U4P;16
372765;MOE2667BMMZ6X;14
518026;H0934T27DNXWO;9
985224;97ZUH638BR623;21
531262;MZ537X37KD2VC;18
963942;03XD5IL19750A;9
317913;S9P6870038U61;23
753638;7M22156E59864;21
910153;BAA78LS9B3BE4;6
804767;016FE7VL1E9RA;20
412849;4J2Z4LVG12LX7;19
496070;9AD579FATE070;18
778541;6Q894Z77L1V77;22
359606;TJ1HQ5NLRPB2F;29
633315;46CV2IN51O72M;14
242020;42871PMF4K35V;16
836772;7KPE5YR1577K9;23
413271;9FTI7GRYF40Y3;8
495890;387S8HBG146S0;10
702999;Z9I0IMSRN0Z62;25
235468;N0CQZM65478K0;18
719927;AGG75H683U29V;25
642887;NL917T31S96I8;29
960326;LT4Y790954161;18
997535;L6DL3ZPH2IN71;6
955515;VX090Q8334433;30
770461;L2ZQAB1T6LIXL;28
980050;LVZY74D25VD0K;12
524347;CSIJ1T8740WVZ;22
898873;XO9743IV35S5I;26
447164;759B45OPMF6D5;20
754860;8OEVMT2X76231;17
578791;2TSZ89TEGAG6L;27
633690;3X0761HQUCIP0;10
912688;3YZ0B4WGV7IY6;8
283762;VLS0081J1BFGB;23
594722;XRQ7A1V83CK4G;2
779150;D03ZK02DLI32X;10
454911;CD8689QYS6NQJ;12
326383;82F1AU79WY9BB;20
375730;2GG3NA4UIF1F9;15
646356;LM70D8XBY6OFR;25
894637;676YO3LHHGWTJ;19
605784;H72O5N941N0NN;20
776684;OW6F6HG34MIM7;27
678447;G7I5739CNR54Z;9
991450;7AEK278Z5LA8K;25
420509;3V9Z661YZ9D14;24
339626;PD6MH434G34FT;15
961890;N9A9O99RCM9YO;15
700593;969YGU5315CB3;30
398039;F3S1N9Z0619HD;12
364101;0KN31C4G0E7K6;29
275260;H0S8H6NRS1LMX;24
869153;L6A207OP5G950;21
763168;V223ISQV70B3I;16
405000;9958KMD4EWE28;24
303133;889E6UOCPYZC9;16
313802;3S72PZ90GIHE2;8
723844;90R8D5C74Q99G;28
477764;9Y3415U68N730;8
361047;F94KI46594D9H;14
319841;9UOVEP462SJ5Z;14
762341;EMU5K2TL25WVJ;16
403605;AD49O8JE39HUP;10
386568;079908YG20NCC;27
469757;4M8KPA3TLZK45;26
735597;C214C420UFLEF;1
399105;LZ959ROMQ76UI;12
769047;Y5OTCDBFBXQ74;19
310451;401CUR10Q9644;1
916667;V7M973G86NHK0;22
657185;2MN642INED8G8;13
733613;257N9NM168QNW;25
514259;6412ALAYS7295;25
243418;69093CV5C50ML;27
306921;6WQD5ZN37QESV;11
811834;1UO0A8YER4CEC;16
530251;WY79PA614NCG6;23
483452;VQ8RI19FXA6CP;3
230102;0M2A0R1188321;10
883215;2J804N5HU992G;6
291031;232S3QNKRPY0R;27
309375;NNZAW9Y4300L5;21
716712;UJ26GYE72861N;9
890122;UVS5IIDXLNK20;5
325657;RFBL67S6H5U7D;27
280799;C1Q49C4JGEEUL;3
485447;DN5556BUX3764;30
677036;7LGWK3D73SM0U;14
238510;A452XNG5QPI4H;15
576119;2274573M4BO4W;28
524956;41N13NUC06S4K;1
755059;7KF78901O950F;28
593976;VV17ZO610S6U5;2
1007380;K8W2I5KGL58AJ;27
689233;W1XFESBNI2XS9;25
537602;08XTC2Y998SF6;23
451765;CHS80AGYZC520;10
648118;563I4OMV783GQ;23
815693;04FBHJPCXM57N;5
357979;OX0691UKRV57I;18
440590;ETB92M8DG0070;9
533679;S796DI7921N2Q;5
834262;V5468C65IB46X;12
879832;632Y1564O2DYF;30
804465;KLINLXWZWTT78;10
311048;6LPART080C1D1;27
627275;E312A7JRRX5MD;24
633710;2600K60Q0IS24;14
1016089;85Y33QTY8MNQ7;28
548205;8LTV30EU18HSY;23
1015107;063UF4I66X18D;22
472444;0J93G5Q7P2771;26
227693;V606F0C85UFD1;29
580112;3Z00AR6C135D7;4
272652;J6U444J6NMO31;12
484714;40CXTS6789CV7;25
403445;0544893A8I59P;30
895517;77DLG2W5R7I2C;18
312851;AE4320Z97UY08;24
915249;68N2HO823QFKX;12
227399;K5H061RD8XS8X;6
578366;FS96LQ4W0Q3MR;1
830960;XYZX9YK53G4O8;9
497326;Z065Z4P67V544;3
583765;2694AZ994K4ZP;5
896582;614SMLNYD8U4T;6
614941;OFBEPA5SYMBI7;23
693305;VR2VR288YD459;8
1002137;740T952PH0SI6;30
504184;R0Z07959G9907;29
848435;0Q940A22V6AK6;28
481214;0D4OTND0253ET;16
459592;CKF5R63QPND2Q;30
573133;DWGP0648ZQ715;4
945600;6714N305S4709;16
356437;3IO4R3913M0SZ;5
254191;OP093G9003266;18
410709;6YR14ABUQ8ZH8;21
912718;7CL57R2DS881K;20
471790;7GY49T631LJJ0;2
930104;8J68W5DYH3Z06;29
835862;H573913A5J5EJ;14
570606;YG1N5UYN36G19;28
692742;XDT8B93770CN1;29
670620;1434492YVV1B8;9
300813;6WX7591H7G6S0;11
643752;82NL63PR7Q89M;5
561254;60J2O7WPJ73DQ;27
992094;0Z0WVK409GI9J;11
947817;Z68C7KP18TQ2U;26
843272;74Z59395M51I9;18
294883;052AOSK9936FI;18
413510;X5F2KI075I09Z;11
255982;6ZKI5JJSYF87T;22
891037;KVF8DDC563K89;12
516616;5DW716LJ3Z66G;11
906884;9ZNHY4AXGPW2K;11
493052;AMZ4N1U5AX7I1;20
301861;FHYS0FS9V8E7F;25
621905;F3743LM51L8LY;26
810390;OSURGB28O5725;29
950301;36BSQ182T8W37;14
520687;8VH7076I85LB7;3
782605;10Z612K70374M;9
620906;24HX37G8TI6I2;28
448666;G0JZ1V0Y3I3XL;12
766065;37BJJ94ZDW25E;18
364093;D40R6Z052T9E0;9
660811;D3VR57B1S72O4;16
322244;9P5TY7929K585;16
925865;S2P542NPD6Q67;11
726549;0019998Z0N067;22
435933;260W672933057;22
243199;8WJLCBXO97S3F;28
574140;Q5M0P62261PSO;12
561818;XN74JO360527U;3
721002;INL5K1Q309N28;17
675205;3U7974QLZWIF7;21
299959;4M1ZX84WER9LY;24
783677;3623UAUCOK600;20
624080;UQ04EZ2WH28N8;1
288329;2M4T1KO0LAK5N;26
949113;TPZD74RCYVHAM;11
360483;L5H7Z7LLRS72J;13
597184;4YT5C414X0A7Q;26
668371;MD09NZV92EHG3;15
658837;2GG0F958P58H2;30
939627;XJUID9785L5Z0;30
377375;41WZ254A8Z5U1;22
711006;56S1PB46P47NN;21
857444;945J79XAPV4HG;9
769002;5A34CIN3O1WLF;1
310276;5L6774U8Q7BE9;17
544597;SZF3G4ABMK3R3;26
785450;883W2GMX9A299;28
410906;G5UF95355Y946;9
821748;J22TS96739T4E;13
853154;Z8D989C75W8KO;21
651100;3DO3RWD5H5UL5;28
922363;129JA89024GHQ;2
394028;FS5PC90KB93ZJ;6
256290;729QW97U2U667;9
1009747;53HHRU48L2Y9L;7
893738;938OIWH22MT37;24
865429;T3NIO948XK4G2;9
363506;2233HL62Q44LS;15
715882;7Y5Z06PK3C336;6
321267;4DIID1Z1CFDO8;6
509672;M064O6Y55BGJE;23
634335;V22299PY343PZ;23
824665;OVQ0B502PB50X;23
377058;QE1RN0P4B1QMU;30
712503;99I0AJ1G9COGV;10
712008;30HWH8E55W3SM;1
682958;X0EG65H090UDP;1
507281;304E7PKZXBEVD;13
762160;EBT5E5567JSY1;9
890312;7XCH3J1445W0Y;29
815861;E47M6V8QMUPDL;22
994733;OQJ2C9W0P2R7A;5
331104;OOY5S47B00QDH;9
710548;H285BER64PQ0G;22
687704;M7Y16U323AY0N;22
966925;DIKQ850MN4R5Z;4
