id_estante;id_producto;cantidad
7467;QK5O1735V2Y0J;21
7012;J2O9N3931T5P7;77
6664;93882OLP64807;57
7520;6V12632PJH3SM;35
9302;0RX6UB43804J3;53
6430;402A1E8JPDPL5;88
7350;X6UY880YXOM55;91
7715;958SM56CV7H23;55
9194;129119YM4NHM5;36
9244;RYYY1F4307IZ5;11
9338;N158ZJGK31C38;95
10065;34ISVQ56N6W1A;61
10027;34335102JYIJH;25
9357;0934T2C8H5DN9;70
9294;TM9320U3OQ00G;84
8928;4K83F48V105T5;41
6709;GG1URVD389T4W;93
9661;1GER02O6ZA340;72
10054;R9GR3FRP4E08H;49
10012;GM3HK7TLE2QY1;73
9954;0V41LM03J7OXB;54
7715;M1I239JO4PM1U;13
7633;2NWEEBZ9855Q6;62
9992;35NC9F6V5H7H7;23
6739;5R44N067KB5P4;43
7880;VQ6R1996UWIEF;78
9708;1483X59IRGT95;27
9563;CJH128A142RHF;79
9136;9036QNS08KH9A;30
6699;7KXK95B34MM07;36
6454;477W727ENL7K1;32
9640;3443K4ZS7G324;86
9022;D1RB5FG41TMHU;15
7723;WF03X11K4WE03;23
7938;N939P6D08O3X4;45
9216;60U7XG2Q2IYQ6;87
7919;SL1VZME977Y4F;51
7063;8JG1U221ZGS9B;35
7520;YW465Z6M0L83J;99
7245;AP9ZF72341O8U;100
7715;11DVC4RNDHR97;11
7765;3G378GALOK856;67
9543;0MUUWE305119Z;28
8953;11OA7164542I8;39
7479;CX96V90NM9V0V;29
7500;QM7U4NXD3U51M;98
9527;LTG80U69J5W7M;88
9523;E4G75F8970V0X;43
6778;8XFSLH7FZ58W3;62
9763;4SS35425TN65U;42
9765;ON7RPYM6Y1TJH;79
7854;2YEKI27W4I8C2;64
7730;954ZRMLPCG1L5;48
7862;P315UAG196GL2;43
7183;4500292FU019F;63
7715;3MH66C69383KS;75
9421;4M7978KN6X13M;90
7725;80NMR4CN033R9;72
7938;G5RC0XIWXOQ35;69
7453;4J3985GVJ9R5H;13
7520;3P5PN23ILLZ4H;44
7765;PN6W35P6NPF51;65
9671;0LNV9F6T6Z3QQ;51
7499;VPX3M7ZI038WR;45
9637;90H1QT0984R75;16
7639;24FKV93M4Z0BX;48
9893;7NW3V288R04L1;47
9338;48B36E46X42OO;61
7401;46020O6X78645;26
7029;QBR212097P994;35
8979;36IF824L0EEYS;17
9927;JWH2M3Y346R27;56
9523;L8NIA03XRB79V;66
9671;9NM6J3FN02X3W;65
9304;X19G23PMLH1X7;56
9016;92FG64F3AF6UC;92
7838;220513WC58H49;65
7499;038716357QHWU;84
7931;NPLBH6D7RTJJ2;34
9564;CZ5EY3538AV70;77
7863;A0N8KQ67UO2RD;77
7218;QUVSKXWK3MM2P;86
10041;8703JI9I81V51;46
9750;B3R7S0Z2CY4V1;88
8979;9628V54868GDW;19
9934;GHYS691B9JEUO;89
7924;3E26V87K97S28;71
9244;EI32L90G2U4WB;97
9536;HT3PEUD40KEV6;88
9530;QY0ZUYMW7327B;21
9455;AMCY760598BD9;89
7111;6B2I0R111K9B2;90
9765;BK2U2SII5C01P;11
9679;970KY025LD5VJ;93
7880;10G52MFIH184H;81
9286;AH799EI925GJ4;66
9623;KGH59V0Q8D4U8;38
7188;SL06554CSGW63;72
9615;9D3QQH2OPTN9X;16
8957;YD9873I19K698;68
9671;0YY1N48884A16;31
7397;Z2G32O82NZ31A;46
10054;2NZ4B69E78X19;37
9357;H6TOJ4FRC5546;99
7572;654AX97261AU0;34
7991;6V9WW048H1675;17
7725;8HBRZ94G5W7WO;39
7863;I25LE0H2G3D68;38
7765;Z0KD5P788TY2T;65
7577;Y0I140QVD8867;95
9022;457N50J4LG8MW;92
9159;Z25544CV43V96;35
7924;0RMHD67PE3882;86
7678;KVVTM3606A9J4;68
9927;WY16AH54DNBX3;78
8998;45214IPYOYKE5;100
7529;R8E1ELUZD966W;98
9153;7T207A1X91GZ5;54
9228;YLIM9VFX6PC6P;86
7665;64DJD5798R248;63
9631;37FPH69X9WCSM;21
9207;OK2112QGD2NS8;94
9822;68B1DCBSJD9N2;86
7467;IL07MUS59XIB4;13
7854;53T95F2855750;15
9324;UGFZD7C2B2G5Z;31
8961;0J6S735Z92XRK;33
9016;0101S0K3B287A;19
9201;CE1XPJ4BT8N8F;45
7938;HCX8Q8QHL7518;16
9981;P43ZXYYW08P32;24
10058;X6A86O2490892;97
7838;PN1737Z43NUBZ;81
9226;9FO5LZR5DW87O;90
9763;HB0761YP0CX4K;17
7945;168EYJ36L1Q79;10
9085;36U97WTHA7MLL;32
9661;AN4K8L79714JQ;21
9207;D98XA731O7T7E;95
7715;SB8X3LGJIPUKW;100
8998;5NY82U5Q87RQA;13
7765;LP5UMW6YQ1V8I;91
8978;50P0RTH89L7I9;74
9716;1A5O4O66RHX07;100
9582;2BW6L39Y860VK;54
10065;161B56CR1F461;63
9058;UI3S555U74751;15
9421;OI7VH8SM4Q23G;88
9543;P8TS3BZES6FG0;69
9194;7G89ZI5GU87UA;13
9765;9A34XIIUA47P3;10
7854;14M7BHA5Q3675;44
9523;37D1T3U7PB426;10
9783;21Y33G3206740;32
9696;8822UZLI33973;15
9723;WQF763SZ64644;12
7784;0090I0K1Y7827;80
8979;WRKE33A1JQ4YQ;43
9621;304EBCJJP1TQX;12
7991;ELLS69QCOLVQ0;73
9302;KF26640UWBT14;56
7931;14K41HFFI0JYO;20
8957;3M4PMOW0PU16W;83
9465;RG370AI9OPI0O;33
9244;2HC9O6HXY69ZG;80
9232;I10SQUWX8QCXS;23
10052;W1128VK6CO5H7;78
9612;N6TJU90EJZP5M;71
7924;T01X4LR3K3089;66
9551;01L7Y0Q0T71DN;80
9615;U4T6JS19ED8LA;43
9551;94RS014KC37Q0;75
9931;5XO605475ZRRI;18
9461;4VUKG826NW0QT;89
9224;A7JRLS428QUDW;97
9232;22OHATICMZ180;96
9212;827P706AA5TFC;87
9136;BP6M3Q1PYONV0;58
9746;HDH2QECBQK048;73
9564;PE2D70326OQNL;38
9750;52Q41FD7L2GU2;88
9637;6JZYLE34X70P4;51
9338;27104990DK5FA;44
9207;WC7FID6HUC74N;69
9022;XHF7QTJ7CB6GP;60
9724;1VF9I6537FX2R;80
9201;I44UYF58YW5R1;96
9224;36486D868Z935;88
9645;DW0SGC7XPNU3R;52
9228;70001JC386GZG;98
10020;WK143T214C4DE;51
9156;88IVL9B3L12XI;88
9469;DLNIF286YF7IH;60
9527;1NT0R0IJ1GBJA;34
9893;5R5VB76Y033WB;55
9783;ZFEM4I49F13P9;47
9410;0621D6UH8H307;24
9820;WX6DI6QF071N3;52
9723;T0727EFBFEF0P;68
9645;VV2508LSIZWWA;40
9058;9M7ZQ4W8C3933;38
9661;4IFCV8406F8V2;12
10093;1WO9906TLC182;19
9016;022280Q1V8828;11
9590;TQ540I13380SC;85
9615;8H1RZ8KL1URV5;23
9113;81GB42JT2GEIO;13
9679;5816M6SOS3LX2;71
9609;ES7KC3H28468J;60
9551;3039M34E766VA;58
9754;OP49775EJ8GK3;40
9661;KBM1D6I475QX8;11
9449;646617D1L4LFD;64
9583;GMJWYSRYJ7KHJ;87
9022;DS54O990IEYR4;54
9113;8WCMO1068RTPB;75
9489;J3L61DXQHIRZH;23
9532;5EN7076108529;84
9449;8I449RVV4B5AK;65
9746;JGBY9L5OTSNCQ;10
9696;00Z8FFR6T6H49;36
9671;02PNMZNQZ0N61;23
9564;SXE7PQ08OO85V;82
9207;C65S34756M78I;91
9679;P3F1I1F94E0Q0;17
9530;RA885358O1236;48
9832;F0X36W49SB3SK;91
9843;A72LP8ZIVVS4J;75
9609;F69J9QCL9TCKG;70
9359;JR5RNS6Q265NU;97
9623;W71SI5U5SP69I;78
9359;YI97WL96JEH29;67
9216;01N5MIW5412YK;95
9232;AP9ZF72341O8U;71
9645;58RJ883574T7Y;72
9637;5JE9C85G68X37;21
9249;8Q8K002PJZM63;31
9536;27M32WZDXIG1T;31
9831;77U0UI1K56BN7;87
9489;L16MC09EGYH3T;33
9527;7KCAJPSZ9V1NM;47
9645;9BRJC42Z166SU;47
9469;77W2I8759B17X;13
9532;YG15A9343H96Z;52
9661;5XD348I8IM9H0;69
9544;L5IS66THZ9C08;73
9465;C16W8M42TC9EW;75
9623;HZ813J31RM2S6;45
9523;XA05H795W3I02;13
9544;1TWJ7PD3T5847;53
9750;W6H634275DKKV;49
9523;5D6596929M6A1;99
9544;4TWOH850YKS77;65
9563;99BD0BF14814Q;25
9615;7LUU489KF0U5M;77
9612;VU217KN05OLF1;67
9536;NLQ1019Z1538X;35
9783;8T7ZP3W40NUJV;71
9564;UP69AE1MK8E3M;64
9754;KW848OT9M9813;93
9831;X4I85IL338NG8;36
9623;D08YL5892P8BL;85
9631;T02XH16YCXA17;62
9832;1NSB29GK0F473;48
9615;L28S0UOA5WC02;54
9532;5912N16SUGJ36;87
9763;8V2DYSE648258;27
9696;P755172E3H00M;77
9661;XC2ZHQH39I501;13
9750;R00DZ9O7788TO;72
9563;5CB9Q7XK511N2;59
9640;121WW0QOZ5VU0;41
9696;5J36MU98GLQAU;79
9612;D8163D78R69TW;49
9843;7HV9ML8V51C0V;50
9645;90062O3PH9V3Z;39
9696;CVG165A9U8779;76
9708;2B03BIC4KVO2L;39
9746;D13JP6ZCSC20F;20
9746;4N6T669S1RH59;40
9637;8GYOY43D18XKU;78
9822;AI279SUE4Y719;45
9746;01245K7107R5E;43
9696;4WLL687RXI6KB;58
9832;QE91UG2S179DK;52
9765;GCZK9497LP06G;60
9679;1W280K21342WV;13
9832;U2DBR5IK524D1;71
9809;J9W3JI6T205SN;26
9754;J63W8L9S6L4T5;81
9737;1273Z8029Y780;10
9737;6G9RBX8P74313;46
9746;QHAB46ESHLTXM;81
9843;LZPD6AY0826ON;29
9754;CL12BLI28VX2I;17
9765;IM5M4SI9KNQN0;97
9820;7PU03B77SF801;86
9893;7SV4QSHBM9O4L;66
9809;06336S7CTGD35;39
9820;KT2G7HB469671;59
9832;102P86CX638JC;34
9843;IT72VR0816Q28;53
9893;N4W6091A53855;82
9832;MNVS7OPW69N6R;36
9843;8M44YJ27Q75SG;38
9893;QKNE2PE3HLY0L;40
;;
3293;271ZYQ7DU7638;66
4357;B1279J0W52LYT;41
2844;Z5PT7Z9Z71S40;30
999;752UKNOMWYY31;43
4125;FQP29ZOLBG1UE;26
1938;AQRLJK183143L;79
8737;9CK474T4HV6IU;78
4634;5VEV586H96AX0;82
972;G8MF56W9M2FD5;67
9465;2A73IVF15Y1AJ;18
1874;ZJRUFC35YME58;94
8668;D1X1F1702NSP9;73
7499;03PVQVWN2F85X;63
377;92128RP6W2E10;53
3943;Z10UD7VC2G1WE;94
1232;9M40G38J6IIIC;84
7710;C89SF9D5796V7;25
3785;F93EF55P82AZA;96
2738;9I89GRUPJ4N33;75
7300;JZSVIX59HJBDL;37
2444;B65N9FIUUM0JM;85
891;33E07FPZ90V2E;78
9898;SXE7PQ08OO85V;44
436;056LY3P0H90C0;44
1232;25M1K56368LW3;31
7350;056LY3P0H90C0;34
6332;3N59JFHI0E472;29
5473;1534146SL5FPH;18
6370;Q76S9OV26BHF9;67
3262;Y8A4FQF48A86L;31
3697;QO296UIFJJ9C8;36
1509;8ZKFJXO2UG35V;50
6547;F11R89X2N7979;10
4502;DV64U9UJ763Q9;38
6709;0VXL64941EU1G;49
8545;37I1LV2DP4732;12
9194;3YSEG3D31KYD1;88
9931;6Z06D2D6I9XKG;81
1874;M894OHK1FQD5O;70
2910;5G1UCN370LVQK;76
8099;F33ZE2YH71FXX;86
7945;5BK9SO15V890K;22
7784;D687OD2GLE2GW;69
9286;249M8R32HW598;92
145;AWVS4Z3UL63PH;39
1522;C58T3F66C217B;58
4681;P009JT7646CFY;87
7500;V36C71YR6N028;76
1737;Z4788C4765A0Y;84
3447;74V125IIKW4R4;62
9324;I1I2GL28E1Z3D;36
8349;68Q79R7A5B9XJ;100
4944;2ZG9R8S8BS0FB;26
9224;71HZ11154Z0I8;95
10053;5ULG2JZ6V8NU8;33
5989;S1RXRTZ1AF8XM;11
7846;T94VM950354L1;19
3670;4KIVM4SZENS76;37
8932;NHCWEM218GAAH;40
4023;0U1VY8Z1FP752;65
7133;7Z68SEVLECD4L;73
5042;H3K1G836ROW60;11
2377;Z14QZ17FPCIM1;48
5859;64H10P7I42U5H;67
9564;SFE6FCHA1CD7A;67
9913;4C9AB4J205363;99
7924;TYPL8DM70QNYH;19
2382;D6708F01W3IJ3;89
4404;4MYO81330P119;66
7386;GHH2M5YR67WJ0;89
4573;08X84P1CD2779;82
8593;1G15GR5YI5J6W;61
2631;N0DX0869KN4UW;93
3564;ENC75FY82H8CX;18
2589;YK7XX1HF9MU82;13
9832;C7FYHP1QH576P;22
5739;78HD1Q29X7Z8R;13
6202;H11881L93I866;47
9992;RY9741F0P7029;56
6806;DH0R039L770Z4;51
7100;NK1FDFH065A78;46
466;D8163D78R69TW;37
9809;7W9M52E7WW9HZ;94
8836;A8BIW2883HA30;21
3903;8V5ZXY18XDR3I;39
3155;SM4S76492KZ3R;25
3857;RE8LBFS345CG7;68
8353;SS3GC026P4U51;71
6656;LKC79CLTZ2CM3;87
7577;0H75Q70U2F0MQ;26
4801;44802Q41K6HT5;60
6161;9BRJC42Z166SU;81
7292;6CO7Z3QQ37U09;57
8308;W20Q61KBZ60Y7;65
4125;A66MUDI668K1K;96
5080;2HH771O803LMF;21
4946;MC2C610173W49;65
9228;0VQAX785CZY72;50
2761;3C139Y88XMTTT;55
974;9VU9HBC760T60;16
8969;DH97690P809C9;23
4497;Q3JC9M0959TYC;21
7991;3N7H397XTWZ90;49
1954;3EX6ZL3WR90OY;39
8490;TQ540I13380SC;95
2721;32W882BUXWZ78;88
1899;Y0G0Y84L7VJ60;88
7401;7WX2T8O7H53D4;89
8378;273KGHL6P6TDA;72
7142;JD8V7C7U71306;46
9361;SIW34171H8LTB;85
2708;FNOO2D278D1XA;20
5042;9HV63O4K688RS;70
7106;X74ISU15X0T35;13
3780;80156LMT549S0;98
1004;6SA3HG7S5R4HO;56
8840;C3YW348O2GN2R;95
7607;50PYF8H548D1G;25
9582;0TCVFCC6A9112;58
8448;ONH0KJ8C7V93A;12
4291;IOWU1V18KB423;51
2320;D3039OH6645HU;33
1868;W95UQ29387I9E;40
7386;A71D6826U4E6C;45
8239;Z8LJ5X6CP9E94;62
5030;3TQF8XX16ZW6K;31
853;U44QE0M73Y1S3;51
2083;3B782HK2T672A;95
10041;4MYO81330P119;18
8439;OS4375J9PXBMH;86
5066;GUR867D73Y01L;43
8085;B6W49K0G02XK3;40
8506;RDD97U5T1N6U6;92
7012;ALO231T7U9Y11;78
7572;65194OY9M45Y3;38
8593;9408G7F629599;32
7292;47A0R100KIU13;48
6391;I29CG7S1CJ4FK;24
3308;5R44N067KB5P4;11
3780;95Q5Z565LHPDD;69
4068;9FO5LZR5DW87O;74
10020;S3F5024CUCRQW;98
3670;34663OU0WUL60;37
4162;5D943I50MSR4Z;15
6414;65M048VR4UUL6;16
4442;D4SELGPZ1RJD3;43
6224;3Y150LA3CGD5P;59
6417;70G7HLWY7KZ6Y;48
2253;1FPXX0YAJP2IA;50
2321;23B1B54N00TV7;41
3750;360H328Z4B0EH;98
994;HUW965T3I53A0;82
5488;7WP1DR2V31FMT;86
2326;E7S2P6A140LZH;87
983;S3F5024CUCRQW;11
1751;3L1R2K2X9T2T3;38
2357;Z016216E0633T;26
2249;LKE2E7PJ8S9T2;80
6477;Z8AGHBF4R4OE5;46
3792;5G7HLT8AQ93XO;49
4689;G5I341LOF97FL;10
5133;Z9IB4PQ6P5290;70
6414;FN27ETDD7O0AL;46
9988;1T1JRW3AV1C2N;100
2609;5KKZ6CA8TA15M;25
3411;62T55LR31JP7P;30
4328;2EQFC35F4H3WE;37
3022;Y30AIR9ZTO2RH;31
7924;3682HZ83N71BA;10
3041;96JI1YIHT969U;96
5443;595UHC68UOFFH;29
3178;PD6MH434G34FT;15
1751;PYF736SW568GJ;43
5166;324Z059OPNY8T;72
9232;RL3U0N0FBV82E;73
6648;88889C0KZZCD9;41
3946;91E4M520EHX15;77
9582;OB021O9NVJV32;48
3799;YVP06293IY13F;44
4650;CC23ZJ73G0897;34
3784;HI009ZG0HQ45T;93
7161;NLIU6QS7A6B6F;37
7512;2932562TU8LOD;35
3555;650LS9H0C7L1K;69
2954;056LY3P0H90C0;94
9201;EW22THGHI8TG8;76
4006;3D1P59WP7RF56;37
2314;XK989U4T8J8XQ;19
4909;03LR720I3UB00;81
6459;0TO9592TQ7RXH;46
8324;1159S27X49F71;35
4905;T14BBGH305FLG;66
5582;3717L7513SFW9;92
5618;512H4EB0RKZ76;22
2305;99RHO6B2966CD;92
3819;2FW63P33H2TXP;84
3708;FLLF01525332W;88
8419;8RT5WJESKB48N;37
8978;65M048VR4UUL6;63
5488;K22GX3SF2693Q;62
9696;5JE9C85G68X37;24
7710;8I1H002OE607G;84
1788;9217A2JKAMPV3;22
4671;CU376T108EK86;63
9564;C101B9411UH7Q;44
8425;5R5123K30PR32;77
1899;X3L4667B5MA94;21
1954;1RD8JINU03RPT;74
6224;0Z5J60379H381;93
6812;A6XD09GWR8E37;54
2245;Z23AZY147D0P7;89
5368;0IK52J17V46MY;19
8023;5912N16SUGJ36;99
4396;3673D6L05WAQ3;78
3178;JV3QIORZNRY5Q;24
2159;E507H4GL0UG1B;15
7689;2YO0M28VCOP72;11
8353;7T1OL3FIR1EBO;83
7580;4G625F0909214;99
4752;7E3GUUV617989;46
4573;7G61IPBLP2002;78
7669;1NLG37U965325;82
5100;6BBLWT422LCMP;55
8352;73676535Z1E2S;20
7945;11NV06M9617L0;94
8363;DLNIF286YF7IH;48
8836;NKOW59TC5BT7V;10
8381;A954729RJ45G4;49
2080;VZ0M1345B0109;70
4101;27OBHF94944PG;84
8579;JV91R49DXMZ5C;98
9956;SR8DAD9037047;44
6920;PZZA687S10A07;97
2692;9K431SP69J0EO;29
6541;J62N9RE5V9027;36
2920;07266I0LFL22W;83
5966;55LR48NPH7246;24
4179;65M048VR4UUL6;37
8271;G66UZ96ZHK9TG;96
2847;93T49954972RU;88
5054;1Q5YQ2484O6RK;39
9465;209A73IE7BQ67;74
6010;T692V6CG7F07F;85
6637;AF6D3B0RYD7V1;90
5689;0QP518IAAPEFQ;81
2245;4C89WW63BZE1U;42
5351;R42Z94HOYVP6E;41
9671;E629JA7RP03S8;54
7577;81YCWLSSMMPI0;32
6806;5S7RXV6QQKRDD;93
2280;8822UZLI33973;62
4916;YEF41SAI4Y0XV;47
1705;4V7LRM38KY938;57
5343;DB02R6PQ21093;84
7862;595UHC68UOFFH;94
4927;7SV4QSHBM9O4L;95
2357;OU184668VP711;25
5480;84WS587F861NM;27
9954;O141QE8SS711T;38
8140;06524TYDNW8E6;82
5133;NIWW77S5NM187;53
7173;36N0L2Y0MZ2W6;56
8991;B9658BI129V33;80
4181;2D6RPDNP00Q94;29
9809;8NL64KQ1626F8;54
6095;07I293D488HW6;92
1928;HDY749QJQEH8K;28
2998;L7PVQ89V2P826;93
6888;KP09A1J49N44C;63
6477;73HO9RX9R01LN;10
4734;0288023DA19K9;81
6898;FN27ETDD7O0AL;55
8325;M137UV82YHLCY;45
7528;R3U20G1AN0307;32
8480;Q831TCHV1KLRS;72
10027;O8TOD9IN48127;88
6179;711KOX4087V44;22
5133;N46C2139P9OYR;81
5215;S66LO5G5W9WJ3;89
5661;E93S25B1206J3;46
9461;88G1743DELR44;82
9458;V4N5FML7J6D4U;33
9465;86992F8187D02;16
6239;L8NIA03XRB79V;99
5936;BK4UA6C596M2F;18
7479;T01X4LR3K3089;26
5162;KXID2862YF358;58
9563;Y002A104TE2FB;38
7224;OQ0Y0F3FOC5L3;68
4240;62R1L0X9B546R;66
4760;42YT16N052UXW;88
2227;7SM45128WE61X;88
7090;P588IC5J0V9H0;38
1998;FJCRFG2458W0Q;95
4328;OR8K72D6422DY;15
4912;Q8L3M9SIG2437;92
2709;P5799ML0T5GJD;59
5705;IF10H690Y6KQJ;74
7784;BCRVTNQMM8251;100
6063;B61TF2P92659J;95
5239;D183M1PP4D1AA;48
8978;G07MQ0L0VF7V3;22
6976;V66T428HR09I7;75
5054;P52DS5K1J57E0;73
9563;82G4O6KOJ46G3;84
2305;C31TP8W9GQ84O;48
8819;O9PBYQHSLZ8J2;34
8991;SB9Y689P752XG;26
4671;XLMBVY849X86A;99
6739;I07O3Z738BO16;35
5368;1COI4MBIK0476;29
2282;G5EO2W5LB9B0H;90
2377;73OMHX156S5T2;80
2052;0P9864NI431L5;46
4645;N5026A3VP3X75;52
4371;RJ6JCZ455TQ93;63
8545;02K943YSMFRN6;49
2885;HZ2NCABW4W43A;20
7924;XI41L038434V5;12
5661;HYPC87RZLINXX;20
4502;P8T2LJ8WXKHMW;21
7188;Y8O2W1632K917;51
9207;XQ9DYSV68G900;69
5336;4MYO81330P119;38
6976;MOE2667BMMZ6X;45
7319;YB07S5TRLC3EH;76
9042;EN8ZA417XP2K4;93
6739;IX70IV7KWE87S;60
4734;33F020IMHIP9S;86
2608;G5MC5B4A85003;93
10053;S8M079OE593LG;65
2970;I9A0I3V5214ZB;97
7021;H2E07GD5ZE8C9;64
7098;RY4MK4M4UB92O;14
10012;9I5OXH7T3A791;10
8473;SB5CNW9A865JY;94
5226;9MVZ4JNCP9OV7;51
7838;9TGLBESETBY0E;44
7350;T9L84VC0A82ZK;18
2339;066TH58T3H0HS;100
8715;37D1T3U7PB426;88
7294;GENAO590K2JZ6;72
5249;461S40GOJB2SG;59
6040;954M2L6CC6EKS;82
9357;0S49R6UA7N982;42
9455;0U5X014C42Q80;52
4442;EZ5J4WRVOCKI1;19
7765;6P8CFX0I6CYX2;70
9623;S3C624YM1CZ52;17
2445;8P2BY9B2HCV3K;99
5989;0TG8P7036K7A5;49
9661;RSC8WIFB43ZM1;43
4547;69Q1N2651O4NP;63
7001;2U436XP35CIFY;26
6976;Y49PGR624V27N;78
7755;TJ9IN36J2BP5B;59
2513;AF6D3B0RYD7V1;49
9645;VHMZ1IS39Y55J;12
4752;4098OX4478T26;27
4801;0MS3LNF7GBXCS;21
4381;6NSBA8B709DQ1;72
7300;QD2VV09KC5CN7;49
2831;A8GH0429D325K;28
9590;3R06LV7419BL1;61
5368;V80THW1L8WOY6;99
9465;9KBG53BK846EZ;12
5767;30BI64K564A66;11
5239;EW64RY8EH7W8I;46
4695;V48OY2A7GUQH9;74
10027;2373T11T1S68X;39
8422;HJ5A9M0Y0NT9M;12
5039;0T1D21VU2H6JI;86
6430;5SC0WI3S096WL;90
6224;27U6PC1233C1X;46
7401;ASMPABW4O4CU7;19
6739;8OU61290B15J6;12
9324;RFI57PJ4ID0CA;40
8917;Q302I7D3IS436;90
7183;A2HV9S4S2J466;31
6332;D85SP7L35629B;69
5671;S073RB1TAL1NT;67
2864;71RFB211MRJQR;73
2904;O726Y5156I9W0;54
5980;MIF426M986GJ8;87
3036;JT90RC157CU14;87
10052;4155K7IBFH3QA;14
8911;H50U17C7A1183;75
6613;40YC279VMKKMQ;54
5311;W6316T78TD1PJ;53
3022;N46OSR62Q9BM4;73
9294;114D7Z726VZ8Z;45
9136;R3OWUTCY3W91Q;52
9536;73HO9RX9R01LN;87
4978;AP041S8HN8ORS;56
8836;0549D9256F9K3;18
5444;F8HS83MQ66F2H;98
3206;Z016216E0633T;90
4798;NH947K94Q8D46;21
9201;48RQ5A354QSGM;76
8881;CX2Z8R759EWR8;69
7730;A4Z3PVS574DVN;87
4276;GENAO590K2JZ6;46
7396;072C97L5766PQ;33
9324;DH97690P809C9;67
7710;IR11M8LK2O346;81
6023;27SZN0OG729U6;64
6664;2Z7J159R3K334;79
6346;LQ4XU7JPEQ892;39
7765;ZHZ2T0652E1YV;96
2970;482OWNX326L0G;58
6417;9ID4XFSB42R3R;14
5068;657Z5449R3FJW;93
9746;V6083W99T3O28;80
5653;AP52FK5H377WN;76
5466;Y6PEC8Y6528IN;98
9893;5941LDFPKRY23;39
8277;421CPM2Y0GW8W;50
5285;54388GN12K2X4;85
6312;JQ7YZ075RI1VS;51
6648;L0AAP24N9P7XD;54
5980;Z8Z3PU3I9O45B;52
8256;AX6WQ21NA674L;16
6186;9782FJCU2E4F5;39
8255;7HC39Y8S21NS9;81
6856;98G422T0HY859;92
9893;48SLEWX92IY9N;19
7467;G2DE05UOQM053;72
7019;263716GH88J6V;48
4634;XLMBVY849X86A;79
7142;0S84AETI2PN5K;46
8402;2GE28V5P6XQB7;49
5761;896O70L8247G6;57
8390;02P5ZR92H8C9D;47
4452;1PN69255M58Z4;74
8501;F6E7ISO126K4O;76
6653;93B05OJOBR39T;11
4671;076FURM90HQZ7;59
5834;7MJM5J078P63G;51
5230;A21J748Q214GP;16
7725;X5TCRWRQFK80D;64
4885;1P7VJWYMGB8PB;79
7529;S387S970A3018;31
8681;NS1K4O279R6GN;71
7689;M535P78V1Y527;62
9583;7KD84IPH6JQUH;11
7710;8Y2L9LMZ967VM;13
8614;1SLPD566R68Y6;31
7001;33SKZ1FC96EI7;79
9476;E14256Z35FVI4;37
5488;75T05320EW044;48
7919;2AR67401Z9AK7;24
5466;7CL57R2DS881K;63
9637;YRFIKKRNGE6E4;20
6040;781326O8K5FOX;39
5369;572D66FC7V917;57
8671;AMCY760598BD9;32
6631;5Q63LK26S2E1J;32
4331;IF12T08L84HCL;36
7622;XZ8C7083CVZ8B;42
9746;707V8CLJ01M5N;80
4318;T4325XOZ7KFDN;88
6578;U8YGYN4RF51U1;54
8483;78W8Z15UJ5KD3;45
4355;78HD1Q29X7Z8R;37
9461;5FSV2297AR89G;18
8677;C2MDST8R80V0A;31
5818;A10CHY294K7U6;44
6417;Z23VSV60NBUOE;10
6888;SMU27H0Q4D121;93
4963;6E35J14A107CW;19
8979;ZOVLP25JG7RTJ;16
8349;J7O4AB45LEX2Q;66
5814;AH9Q90378C55M;61
4411;A1J74X8TFW2P3;33
4790;501HN3YBX3711;71
6239;54N4NV870QA1N;38
4798;6WHKQHY8TICQ2;39
4404;9X502R5ZMI7L5;25
8353;X3YX6R58837PM;70
6639;Q15FMIK9LF3ZQ;28
8239;6NQ7J5CYN08VH;83
7964;UC4NX5201BSN2;24
4276;4GYO1K6MA01D6;71
6063;K1A5KFFQOWEET;51
5653;F63KKTZA8OR86;48
7161;18Z3S565L7SAO;16
6648;78YI1YER1SERY;35
4916;VK58GDC404859;48
5564;22311E99278J9;28
8715;7IJL05M9SC244;72
8213;74GGO91K63K9B;97
9469;CKB4D4C9E7629;26
6653;ECHXOOXY5OPY2;33
8108;RNDTV9Z0Q0LA1;56
9489;5WE94C2E6K488;72
7218;9M40G38J6IIIC;34
8425;PDL289UG6K4Q3;47
8565;072064KOBK4TL;61
7520;0F701N0J98S48;31
7063;45D4DT60ZTQRE;59
7528;BBVW428OOS43V;47
7938;JD8V7C7U71306;67
4497;998IE73SW854R;71
7432;2ND3L57JR309U;38
8881;CHQA1LS51E55Q;84
9302;54OF5A63O6JY2;33
8969;E0VFPB6YUJZ02;34
7923;HA8ET819BV57D;39
5039;L68961YT9HV0D;64
5082;7287Y4CF7S32H;71
4322;T8557K01VX9LL;31
9449;8BS7SALP348HP;56
7806;SDVM7H5148ARL;40
8353;Z8JU6P3W22UUD;19
7794;Z939L74Z01FZ8;55
8117;90H1QT0984R75;19
5852;760DX3N081529;62
10052;NC30VY4O7SUHV;59
9831;5KKZ6CA8TA15M;23
8642;18E39AS0C8UDY;73
7794;VE370QKEB9R9A;66
7029;4L36UI6GZ31KQ;40
4299;952UYJM97T0LT;26
9085;U2J99Y624476Q;61
9489;6JJQIU7C7XR4S;21
9113;FNDFT62SET2XX;18
4885;D4R5NNF9164Y8;47
7294;028089OO3SA0M;44
